DISTRICT,DATE,POLLULLANT,TYPE,URBAN_AREA,RATIO,ID,Status,MEAN
SANT MARTÍ,2022-03-07,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Good,18.416666666666668
SARRIÀ - SANT GERVASI,2022-03-07,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,72.54166666666667
EIXAMPLE,2022-03-07,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,54.25
NOU BARRIS - SANT ANDREU,2022-03-07,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,36.291666666666664
SANTS - MONTJUÏC,2022-03-07,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,21.375
EIXAMPLE,2022-03-07,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,387.5
GRÀCIA,2022-03-07,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.4583333333333335
HORTA - GUINARDÓ,2022-03-07,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SANTS - MONTJUÏC,2022-03-07,NO,background,urban,GREEN_AREA_Q2,High,Good,1.5
GRÀCIA,2022-03-06,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,22.083333333333332
GRÀCIA,2022-03-06,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,204.16666666666666
LES CORTS,2022-03-06,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.125
SANT MARTÍ,2022-03-06,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Good,13.416666666666666
GRÀCIA,2022-03-06,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.0416666666666665
GRÀCIA,2022-03-06,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,51.416666666666664
HORTA - GUINARDÓ,2022-03-06,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,20.125
SARRIÀ - SANT GERVASI,2022-03-06,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,8.916666666666666
SANTS - MONTJUÏC,2022-03-06,NO2,background,urban,GREEN_AREA_Q2,High,Good,13.375
HORTA - GUINARDÓ,2022-03-06,NO2,background,urban,GREEN_AREA_Q1,Moderate,Good,18.708333333333332
LES CORTS,2022-03-06,PM10,background,urban,GREEN_AREA_Q2,Low,Good,8.791666666666666
HORTA - GUINARDÓ,2022-03-06,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,229.16666666666666
CIUTAT VELLA,2022-03-06,NOX,background,urban,GREEN_AREA_Q3,Low,Good,15.833333333333334
HORTA - GUINARDÓ,2022-03-06,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SARRIÀ - SANT GERVASI,2022-03-06,O3,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,64.75
LES CORTS,2022-03-06,NO2,background,urban,GREEN_AREA_Q2,Low,Good,13.25
NOU BARRIS - SANT ANDREU,2022-03-06,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,1.5416666666666667
LES CORTS,2022-03-06,O3,background,urban,GREEN_AREA_Q2,Low,Good,56.375
GRÀCIA,2022-03-06,NOX,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,26.791666666666668
EIXAMPLE,2022-03-06,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Good,16.291666666666668
SARRIÀ - SANT GERVASI,2022-03-06,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,9.541666666666666
SANTS - MONTJUÏC,2022-03-06,NO,background,urban,GREEN_AREA_Q2,High,Good,1.0416666666666667
CIUTAT VELLA,2022-03-06,O3,background,urban,GREEN_AREA_Q3,Low,Good,53.0
SARRIÀ - SANT GERVASI,2022-03-06,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.0416666666666667
EIXAMPLE,2022-03-06,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,55.25
LES CORTS,2022-03-06,PM2.5,background,urban,GREEN_AREA_Q2,Low,Reasonably good,7.083333333333333
SANTS - MONTJUÏC,2022-03-06,NOX,background,urban,GREEN_AREA_Q2,High,Good,14.291666666666666
EIXAMPLE,2022-03-06,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,8.833333333333334
CIUTAT VELLA,2022-03-06,NO,background,urban,GREEN_AREA_Q3,Low,Good,1.25
EIXAMPLE,2022-03-06,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,27.166666666666668
SANT MARTÍ,2022-03-06,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Good,16.916666666666668
HORTA - GUINARDÓ,2022-03-06,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,1.2083333333333333
LES CORTS,2022-03-06,CO,background,urban,GREEN_AREA_Q2,Low,Good,220.83333333333334
LES CORTS,2022-03-06,NOX,background,urban,GREEN_AREA_Q2,Low,Good,14.333333333333334
NOU BARRIS - SANT ANDREU,2022-03-06,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,28.458333333333332
SANT MARTÍ,2022-03-06,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Good,19.291666666666668
SARRIÀ - SANT GERVASI,2022-03-06,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,9.666666666666666
HORTA - GUINARDÓ,2022-03-06,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,9.458333333333334
HORTA - GUINARDÓ,2022-03-06,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,55.291666666666664
EIXAMPLE,2022-03-06,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,4.0
CIUTAT VELLA,2022-03-06,NO2,background,urban,GREEN_AREA_Q3,Low,Good,14.958333333333334
GRÀCIA,2022-03-06,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,12.416666666666666
SANT MARTÍ,2022-03-06,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,1.9166666666666667
EIXAMPLE,2022-03-06,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,40.416666666666664
GRÀCIA,2022-03-06,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,3.2916666666666665
NOU BARRIS - SANT ANDREU,2022-03-06,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,31.125
EIXAMPLE,2022-03-06,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,220.83333333333334
GRÀCIA,2022-03-05,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,52.666666666666664
SARRIÀ - SANT GERVASI,2022-03-05,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,9.208333333333334
GRÀCIA,2022-03-05,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,4.583333333333333
EIXAMPLE,2022-03-05,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,4.291666666666667
GRÀCIA,2022-03-05,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,23.666666666666668
NOU BARRIS - SANT ANDREU,2022-03-05,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,1.625
GRÀCIA,2022-03-05,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.0416666666666665
LES CORTS,2022-03-05,NO,background,urban,GREEN_AREA_Q2,Low,Good,1.1666666666666667
EIXAMPLE,2022-03-05,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,5.875
GRÀCIA,2022-03-05,NOX,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,30.583333333333332
SARRIÀ - SANT GERVASI,2022-03-05,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.0
LES CORTS,2022-03-05,NOX,background,urban,GREEN_AREA_Q2,Low,Good,11.375
SANT MARTÍ,2022-03-05,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Good,19.041666666666668
SANTS - MONTJUÏC,2022-03-05,NO2,background,urban,GREEN_AREA_Q2,High,Good,10.958333333333334
LES CORTS,2022-03-05,NO2,background,urban,GREEN_AREA_Q2,Low,Good,10.166666666666666
HORTA - GUINARDÓ,2022-03-05,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,1.3333333333333333
HORTA - GUINARDÓ,2022-03-05,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,10.25
GRÀCIA,2022-03-05,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,12.583333333333334
EIXAMPLE,2022-03-05,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Good,19.416666666666668
SANT MARTÍ,2022-03-05,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,22.791666666666668
EIXAMPLE,2022-03-05,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,58.75
NOU BARRIS - SANT ANDREU,2022-03-05,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,28.75
SANTS - MONTJUÏC,2022-03-05,NOX,background,urban,GREEN_AREA_Q2,High,Good,12.5
HORTA - GUINARDÓ,2022-03-05,O3,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,67.08333333333333
SARRIÀ - SANT GERVASI,2022-03-05,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,72.875
HORTA - GUINARDÓ,2022-03-05,NO2,background,urban,GREEN_AREA_Q1,Moderate,Good,13.541666666666666
SARRIÀ - SANT GERVASI,2022-03-05,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,5.0
SANT MARTÍ,2022-03-05,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,2.5
SANTS - MONTJUÏC,2022-03-05,NO,background,urban,GREEN_AREA_Q2,High,Good,1.3333333333333333
LES CORTS,2022-03-05,O3,background,urban,GREEN_AREA_Q2,Low,Reasonably good,68.125
CIUTAT VELLA,2022-03-05,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,29.791666666666668
HORTA - GUINARDÓ,2022-03-05,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,212.5
SANT MARTÍ,2022-03-05,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Good,19.166666666666668
CIUTAT VELLA,2022-03-05,O3,background,urban,GREEN_AREA_Q3,Low,Good,55.625
NOU BARRIS - SANT ANDREU,2022-03-05,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,26.0
EIXAMPLE,2022-03-05,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,212.5
SARRIÀ - SANT GERVASI,2022-03-05,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,4.541666666666667
CIUTAT VELLA,2022-03-05,NO,background,urban,GREEN_AREA_Q3,Low,Good,3.0416666666666665
EIXAMPLE,2022-03-05,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,32.041666666666664
GRÀCIA,2022-03-05,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,200.0
CIUTAT VELLA,2022-03-05,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,26.0
EIXAMPLE,2022-03-05,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.583333333333332
LES CORTS,2022-03-05,PM10,background,urban,GREEN_AREA_Q2,Low,Good,7.375
HORTA - GUINARDÓ,2022-03-05,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.2083333333333333
HORTA - GUINARDÓ,2022-03-05,NOX,background,urban,GREEN_AREA_Q1,Moderate,Good,14.916666666666666
LES CORTS,2022-03-05,PM2.5,background,urban,GREEN_AREA_Q2,Low,Good,4.083333333333333
LES CORTS,2022-03-05,CO,background,urban,GREEN_AREA_Q2,Low,Good,283.3333333333333
SANTS - MONTJUÏC,2022-03-04,NOX,background,urban,GREEN_AREA_Q2,High,Regular,44.5
GRÀCIA,2022-03-04,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,10.685173742666668
EIXAMPLE,2022-03-04,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,57.666666666666664
HORTA - GUINARDÓ,2022-03-04,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,3.3333333333333335
SANT MARTÍ,2022-03-04,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,33.208333333333336
SANT MARTÍ,2022-03-04,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,17.333333333333332
LES CORTS,2022-03-04,SO2,background,urban,GREEN_AREA_Q2,Low,Good,6.0250896533333345
HORTA - GUINARDÓ,2022-03-04,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,16.708333333333332
CIUTAT VELLA,2022-03-04,NO2,background,urban,GREEN_AREA_Q3,Low,Unfavorable,52.666666666666664
CIUTAT VELLA,2022-03-04,NOX,background,urban,GREEN_AREA_Q3,Low,Unfavorable,79.04166666666667
GRÀCIA,2022-03-04,NO2,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,50.150173742666674
SARRIÀ - SANT GERVASI,2022-03-04,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,14.75
NOU BARRIS - SANT ANDREU,2022-03-04,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Regular,46.416666666666664
HORTA - GUINARDÓ,2022-03-04,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,51.25
LES CORTS,2022-03-04,NOX,background,urban,GREEN_AREA_Q2,Low,Regular,40.01500896533333
EIXAMPLE,2022-03-04,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,4.458333333333333
EIXAMPLE,2022-03-04,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,89.16666666666667
SARRIÀ - SANT GERVASI,2022-03-04,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,14.708333333333334
SARRIÀ - SANT GERVASI,2022-03-04,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.1666666666666667
SANTS - MONTJUÏC,2022-03-04,NO,background,urban,GREEN_AREA_Q2,High,Good,6.416666666666667
LES CORTS,2022-03-04,PM2.5,background,urban,GREEN_AREA_Q2,Low,Unfavorable,16.083333333333332
CIUTAT VELLA,2022-03-04,O3,background,urban,GREEN_AREA_Q3,Low,Good,30.083333333333332
HORTA - GUINARDÓ,2022-03-04,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,250.0
GRÀCIA,2022-03-04,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,65.63017374266667
SARRIÀ - SANT GERVASI,2022-03-04,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,70.29166666666667
GRÀCIA,2022-03-04,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.4951737426666667
CIUTAT VELLA,2022-03-04,NO,background,urban,GREEN_AREA_Q3,Low,Good,17.458333333333332
SANTS - MONTJUÏC,2022-03-04,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,35.0
GRÀCIA,2022-03-04,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,399.1219916666667
GRÀCIA,2022-03-04,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,33.99767968397436
NOU BARRIS - SANT ANDREU,2022-03-04,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,8.708333333333334
GRÀCIA,2022-03-04,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,21.530173742666666
SANT MARTÍ,2022-03-04,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,70.33333333333333
LES CORTS,2022-03-04,CO,background,urban,GREEN_AREA_Q2,Low,Good,757.0089653333334
EIXAMPLE,2022-03-04,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,32.166666666666664
LES CORTS,2022-03-04,O3,background,urban,GREEN_AREA_Q2,Low,Good,47.21500896533333
EIXAMPLE,2022-03-04,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,266.6666666666667
SARRIÀ - SANT GERVASI,2022-03-04,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,13.666666666666666
HORTA - GUINARDÓ,2022-03-04,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.125
LES CORTS,2022-03-04,NO,background,urban,GREEN_AREA_Q2,Low,Good,7.615008965333334
SANT MARTÍ,2022-03-04,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Regular,44.208333333333336
HORTA - GUINARDÓ,2022-03-04,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,30.75
LES CORTS,2022-03-04,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,29.170008965333334
HORTA - GUINARDÓ,2022-03-04,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,35.708333333333336
EIXAMPLE,2022-03-04,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,20.666666666666668
NOU BARRIS - SANT ANDREU,2022-03-04,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,59.625
EIXAMPLE,2022-03-04,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,33.791666666666664
LES CORTS,2022-03-04,PM10,background,urban,GREEN_AREA_Q2,Low,Good,19.791666666666668
LES CORTS,2022-03-03,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.3950089653333335
LES CORTS,2022-03-03,NO,background,urban,GREEN_AREA_Q2,Low,Good,2.6650089653333335
SARRIÀ - SANT GERVASI,2022-03-03,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,8.833333333333334
HORTA - GUINARDÓ,2022-03-03,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,2.5
EIXAMPLE,2022-03-03,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,33.958333333333336
GRÀCIA,2022-03-03,NO2,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,37.583333333333336
EIXAMPLE,2022-03-03,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,3.0416666666666665
CIUTAT VELLA,2022-03-03,O3,background,urban,GREEN_AREA_Q3,Low,Good,46.541666666666664
EIXAMPLE,2022-03-03,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,200.0
SANT MARTÍ,2022-03-03,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,30.208333333333332
HORTA - GUINARDÓ,2022-03-03,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,21.75
HORTA - GUINARDÓ,2022-03-03,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,225.0
SANTS - MONTJUÏC,2022-03-03,NOX,background,urban,GREEN_AREA_Q2,High,Reasonably good,24.458333333333332
NOU BARRIS - SANT ANDREU,2022-03-03,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,51.458333333333336
GRÀCIA,2022-03-03,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,52.291666666666664
EIXAMPLE,2022-03-03,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,45.666666666666664
CIUTAT VELLA,2022-03-03,NO,background,urban,GREEN_AREA_Q3,Low,Good,3.6666666666666665
SANT MARTÍ,2022-03-03,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,38.5
HORTA - GUINARDÓ,2022-03-03,NOX,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,25.166666666666668
SANT MARTÍ,2022-03-03,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,5.583333333333333
LES CORTS,2022-03-03,PM2.5,background,urban,GREEN_AREA_Q2,Low,Unfavorable,13.960008965333335
SARRIÀ - SANT GERVASI,2022-03-03,NO,background,suburban,GREEN_AREA_Q1,Low,Good,1.125
HORTA - GUINARDÓ,2022-03-03,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,54.791666666666664
LES CORTS,2022-03-03,NOX,background,urban,GREEN_AREA_Q2,Low,Reasonably good,23.500008965333333
CIUTAT VELLA,2022-03-03,NO2,background,urban,GREEN_AREA_Q3,Low,Reasonably good,30.458333333333332
GRÀCIA,2022-03-03,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,42.708333333333336
EIXAMPLE,2022-03-03,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,7.666666666666667
HORTA - GUINARDÓ,2022-03-03,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
SANTS - MONTJUÏC,2022-03-03,NO2,background,urban,GREEN_AREA_Q2,High,Reasonably good,20.958333333333332
EIXAMPLE,2022-03-03,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,47.541666666666664
GRÀCIA,2022-03-03,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,2.8333333333333335
EIXAMPLE,2022-03-03,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,23.25
SARRIÀ - SANT GERVASI,2022-03-03,PM10,background,suburban,GREEN_AREA_Q1,Low,Good,11.75
LES CORTS,2022-03-03,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,20.440008965333334
GRÀCIA,2022-03-03,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,245.83333333333334
GRÀCIA,2022-03-03,PM10,traffic,urban,GREEN_AREA_Q4,Low,Good,19.291666666666668
SARRIÀ - SANT GERVASI,2022-03-03,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,7.958333333333333
LES CORTS,2022-03-03,O3,background,urban,GREEN_AREA_Q2,Low,Good,51.58000896533334
SARRIÀ - SANT GERVASI,2022-03-03,O3,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,69.54166666666667
NOU BARRIS - SANT ANDREU,2022-03-03,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Reasonably good,38.75
SANTS - MONTJUÏC,2022-03-03,NO,background,urban,GREEN_AREA_Q2,High,Good,2.5416666666666665
LES CORTS,2022-03-03,CO,background,urban,GREEN_AREA_Q2,Low,Good,680.5089653333333
LES CORTS,2022-03-03,PM10,background,urban,GREEN_AREA_Q2,Low,Good,16.930008965333332
GRÀCIA,2022-03-03,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,9.666666666666666
HORTA - GUINARDÓ,2022-03-03,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,14.083333333333334
CIUTAT VELLA,2022-03-03,NOX,background,urban,GREEN_AREA_Q3,Low,Reasonably good,35.791666666666664
NOU BARRIS - SANT ANDREU,2022-03-03,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,7.708333333333333
SANT MARTÍ,2022-03-03,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,24.25
HORTA - GUINARDÓ,2022-03-02,O3,background,urban,GREEN_AREA_Q1,Moderate,Good,48.333333333333336
SARRIÀ - SANT GERVASI,2022-03-02,NO,background,suburban,GREEN_AREA_Q1,Low,Good,3.103474424333333
HORTA - GUINARDÓ,2022-03-02,CO,background,urban,GREEN_AREA_Q1,Moderate,Good,300.0
SARRIÀ - SANT GERVASI,2022-03-02,NOX,background,suburban,GREEN_AREA_Q1,Low,Good,17.413474424333334
GRÀCIA,2022-03-02,NO2,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,55.416666666666664
NOU BARRIS - SANT ANDREU,2022-03-02,NOX,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,85.125
LES CORTS,2022-03-02,PM2.5,background,urban,GREEN_AREA_Q2,Low,Unfavorable,17.375
LES CORTS,2022-03-02,O3,background,urban,GREEN_AREA_Q2,Low,Good,43.125
SANT MARTÍ,2022-03-02,PM10,background,urban,GREEN_AREA_Q4,Extremely High,Reasonably good,36.208333333333336
LES CORTS,2022-03-02,PM10,background,urban,GREEN_AREA_Q2,Low,Reasonably good,23.208333333333332
CIUTAT VELLA,2022-03-02,NOX,background,urban,GREEN_AREA_Q3,Low,Unfavorable,59.458333333333336
SANTS - MONTJUÏC,2022-03-02,NOX,background,urban,GREEN_AREA_Q2,High,Unfavorable,56.51829103645833
NOU BARRIS - SANT ANDREU,2022-03-02,NO2,background,urban,GREEN_AREA_Q3,Extremely High,Unfavorable,56.375
HORTA - GUINARDÓ,2022-03-02,NO2,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,38.916666666666664
SARRIÀ - SANT GERVASI,2022-03-02,NO2,background,suburban,GREEN_AREA_Q1,Low,Good,16.063474424333332
CIUTAT VELLA,2022-03-02,NO,background,urban,GREEN_AREA_Q3,Low,Good,7.708333333333333
SANT MARTÍ,2022-03-02,NOX,background,urban,GREEN_AREA_Q4,Extremely High,Unfavorable,76.08333333333333
SARRIÀ - SANT GERVASI,2022-03-02,PM10,background,suburban,GREEN_AREA_Q1,Low,Reasonably good,21.37168353115942
NOU BARRIS - SANT ANDREU,2022-03-02,NO,background,urban,GREEN_AREA_Q3,Extremely High,Good,18.5
EIXAMPLE,2022-03-02,NO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,15.081797049333334
CIUTAT VELLA,2022-03-02,O3,background,urban,GREEN_AREA_Q3,Low,Good,32.208333333333336
HORTA - GUINARDÓ,2022-03-02,PM10,background,urban,GREEN_AREA_Q1,Moderate,Reasonably good,22.583333333333332
SANTS - MONTJUÏC,2022-03-02,NO,background,urban,GREEN_AREA_Q2,High,Good,8.705791036458333
HORTA - GUINARDÓ,2022-03-02,NOX,background,urban,GREEN_AREA_Q1,Moderate,Regular,49.541666666666664
LES CORTS,2022-03-02,SO2,background,urban,GREEN_AREA_Q2,Low,Good,2.0
EIXAMPLE,2022-03-02,SO2,traffic,urban,GREEN_AREA_Q1,Moderate,Good,1.4095178121794874
GRÀCIA,2022-03-02,SO2,traffic,urban,GREEN_AREA_Q4,Low,Good,3.0416666666666665
HORTA - GUINARDÓ,2022-03-02,SO2,background,urban,GREEN_AREA_Q1,Moderate,Good,1.0
GRÀCIA,2022-03-02,PM10,traffic,urban,GREEN_AREA_Q4,Low,Reasonably good,31.791666666666668
GRÀCIA,2022-03-02,NOX,traffic,urban,GREEN_AREA_Q4,Low,Unfavorable,73.04166666666667
EIXAMPLE,2022-03-02,CO,traffic,urban,GREEN_AREA_Q1,Moderate,Good,414.32550448717944
SANTS - MONTJUÏC,2022-03-02,NO2,background,urban,GREEN_AREA_Q2,High,Regular,44.19016603645833
SARRIÀ - SANT GERVASI,2022-03-02,O3,background,suburban,GREEN_AREA_Q1,Low,Regular,77.57847442433332
GRÀCIA,2022-03-02,O3,traffic,urban,GREEN_AREA_Q4,Low,Good,36.958333333333336
EIXAMPLE,2022-03-02,PM10,traffic,urban,GREEN_AREA_Q1,Moderate,Reasonably good,34.86218288958333
LES CORTS,2022-03-02,CO,background,urban,GREEN_AREA_Q2,Low,Good,258.3333333333333
LES CORTS,2022-03-02,NO,background,urban,GREEN_AREA_Q2,Low,Good,5.291666666666667
HORTA - GUINARDÓ,2022-03-02,NO,background,urban,GREEN_AREA_Q1,Moderate,Good,7.291666666666667
LES CORTS,2022-03-02,NOX,background,urban,GREEN_AREA_Q2,Low,Regular,44.208333333333336
SANT MARTÍ,2022-03-02,NO2,background,urban,GREEN_AREA_Q4,Extremely High,Regular,47.5
GRÀCIA,2022-03-02,NO,traffic,urban,GREEN_AREA_Q4,Low,Good,11.708333333333334
CIUTAT VELLA,2022-03-02,NO2,background,urban,GREEN_AREA_Q3,Low,Regular,48.291666666666664
GRÀCIA,2022-03-02,CO,traffic,urban,GREEN_AREA_Q4,Low,Good,254.16666666666666
EIXAMPLE,2022-03-02,NOX,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,80.87179704933334
EIXAMPLE,2022-03-02,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Unfavorable,58.281797049333335
EIXAMPLE,2022-03-02,O3,traffic,urban,GREEN_AREA_Q1,Moderate,Good,34.70179704933333
SANT MARTÍ,2022-03-02,NO,background,urban,GREEN_AREA_Q4,Extremely High,Good,18.833333333333332
LES CORTS,2022-03-02,NO2,background,urban,GREEN_AREA_Q2,Low,Reasonably good,36.5
HORTA - GUINARDÓ,2022-03-01,PM10,background,urban,GREEN_AREA_Q1,Moderate,Good,18.369929901190474
EIXAMPLE,2022-03-01,NO2,traffic,urban,GREEN_AREA_Q1,Moderate,Regular,44.208333333333336
